timestamps,TP9,AF7,AF8,TP10,Right AUX
1706612797.793,41.016,-72.754,-28.320,-23.438,286.621
1706612797.797,29.297,-83.008,-24.414,11.719,428.711
1706612797.801,33.691,-50.293,-28.320,5.859,145.508
1706612797.805,33.203,-46.875,-28.809,-22.461,-57.617
1706612797.808,52.246,-61.035,-22.949,-7.812,88.867
1706612797.812,65.918,-61.523,-30.762,-1.465,122.070
1706612797.816,-2.930,-70.312,-35.645,-48.828,63.477
1706612797.820,-39.062,-75.195,-38.574,-64.453,114.746
1706612797.824,4.395,-67.871,-50.293,-61.523,203.125
1706612797.828,65.430,-60.059,-48.828,-62.500,190.918
1706612797.832,39.551,-39.062,-42.480,-60.059,121.094
1706612797.835,-6.836,-46.875,-47.852,-61.035,153.809
1706612797.839,2.441,-73.730,-46.387,-27.832,254.883
1706612797.843,26.367,-47.363,-40.527,-17.090,150.879
1706612797.847,25.879,-55.664,-39.062,-52.246,40.527
1706612797.851,-5.371,-83.984,-33.691,-71.289,105.469
1706612797.852,-17.578,-60.547,-31.738,-56.641,100.586
1706612797.856,4.395,-43.945,-29.297,-43.457,48.340
1706612797.860,31.250,-49.805,-24.902,-34.668,99.121
1706612797.864,26.367,-63.965,-27.832,-51.270,71.777
1706612797.868,-1.953,-83.984,-35.645,-54.688,129.883
1706612797.872,12.207,-82.031,-38.574,-28.320,147.461
1706612797.876,9.277,-50.781,-34.668,-41.504,101.074
1706612797.879,-32.227,-57.617,-32.715,-37.109,334.961
1706612797.883,-2.930,-78.613,-30.273,-63.965,585.449
1706612797.887,18.066,-46.387,-24.902,-85.938,306.152
1706612797.891,-10.254,-43.945,-26.855,-46.875,62.500
1706612797.895,-3.418,-72.754,-30.762,-43.945,107.422
1706612797.897,-7.324,-69.336,-30.762,-58.594,37.109
1706612797.901,-39.062,-61.035,-32.227,-58.594,-68.848
1706612797.905,-27.344,-62.500,-31.250,-66.895,-116.699
1706612797.909,-25.391,-61.523,-27.344,-52.734,-42.480
1706612797.913,-38.574,-65.430,-27.832,-58.594,43.457
1706612797.917,-20.020,-76.172,-31.250,-77.148,126.465
1706612797.921,-8.789,-78.613,-31.738,-65.430,120.605
1706612797.924,-19.043,-102.539,-33.203,-59.570,406.250
1706612797.928,-29.785,-84.961,-31.738,-71.289,397.461
1706612797.932,-13.184,-54.688,-24.414,-81.055,27.344
1706612797.936,-13.672,-80.078,-23.438,-67.383,90.820
1706612797.940,-47.852,-87.402,-26.367,-73.730,92.773
1706612797.942,-61.523,-61.523,-27.344,-89.844,72.266
1706612797.946,-41.016,-53.223,-27.832,-101.562,35.645
1706612797.950,-35.156,-59.570,-26.855,-99.121,56.152
1706612797.954,-45.410,-62.012,-27.832,-73.730,116.211
1706612797.958,-19.043,-71.289,-28.809,-52.246,53.711
1706612797.962,-11.230,-79.102,-23.438,-82.520,50.293
1706612797.966,-41.504,-79.102,-24.902,-86.426,223.633
1706612797.969,-46.387,-74.707,-28.809,-56.152,398.926
1706612797.973,-54.199,-58.594,-29.785,-83.984,234.375
1706612797.977,-35.645,-74.707,-34.180,-117.188,102.051
1706612797.981,-18.066,-85.449,-37.598,-121.582,275.879
1706612797.985,-36.133,-49.316,-45.410,-101.562,208.984
1706612797.987,-43.457,-44.922,-41.016,-81.055,-138.672
1706612797.991,-45.898,-68.848,-23.926,-91.797,-73.242
1706612797.995,-55.664,-69.824,-24.414,-117.188,55.664
1706612797.999,-60.547,-79.590,-31.738,-138.672,-41.992
1706612798.003,-77.148,-83.496,-31.250,-154.785,-132.812
1706612798.007,-43.945,-82.031,-28.809,-131.348,50.293
1706612798.011,-54.688,-90.820,-33.691,-126.465,319.824
1706612798.014,-75.684,-82.031,-34.668,-135.254,119.141
1706612798.018,-50.781,-83.984,-38.574,-135.742,-103.027
1706612798.022,-73.730,-92.285,-48.828,-151.855,-9.277
1706612798.026,-95.703,-87.891,-46.875,-153.809,59.082
1706612798.030,-83.984,-90.332,-40.527,-137.695,9.766
1706612798.033,-34.180,-90.820,-36.621,-128.906,-38.574
1706612798.037,16.113,-99.121,-34.180,-130.371,6.348
1706612798.041,-20.996,-94.727,-34.668,-132.812,87.402
1706612798.045,-77.637,-65.918,-38.574,-143.555,41.992
1706612798.049,-78.125,-74.707,-40.039,-156.250,37.109
1706612798.053,-54.199,-105.957,-38.086,-134.766,197.266
1706612798.057,-48.828,-93.262,-38.574,-130.371,254.395
1706612798.060,-53.223,-71.777,-40.527,-152.832,103.516
1706612798.064,-43.457,-79.102,-38.574,-158.203,-6.348
1706612798.068,-13.184,-100.586,-36.133,-138.184,176.270
1706612798.072,-27.344,-90.332,-37.598,-133.789,284.180
1706612798.076,-81.543,-84.473,-36.621,-158.691,13.184
1706612798.092,-83.496,-100.098,-37.109,-158.691,-6.836
1706612798.096,-67.383,-84.473,-37.598,-158.691,-6.836
1706612798.100,-53.223,-74.219,-39.551,-159.180,41.504
1706612798.104,-33.203,-57.617,-36.133,-146.484,83.984
1706612798.108,-34.668,-57.617,-31.738,-144.531,47.363
1706612798.112,-60.547,-86.426,-37.598,-145.508,376.465
1706612798.116,-49.805,-92.285,-38.574,-124.512,395.508
1706612798.119,-19.043,-71.777,-34.668,-118.652,22.949
1706612798.123,-49.316,-82.520,-37.109,-127.441,24.414
1706612798.127,-50.293,-91.309,-40.527,-108.398,146.973
1706612798.131,1.465,-68.359,-38.574,-102.539,76.660
1706612798.135,-29.297,-75.684,-30.762,-102.539,-16.602
1706612798.137,-84.961,-104.004,-32.715,-119.629,-30.762
1706612798.141,-62.012,-113.281,-37.598,-136.719,-10.742
1706612798.145,-45.410,-94.727,-35.645,-121.094,-110.840
1706612798.149,-22.949,-80.566,-36.133,-110.840,-100.586
1706612798.153,9.277,-93.262,-44.434,-105.957,65.430
1706612798.157,-9.766,-118.164,-45.410,-99.121,135.254
1706612798.161,-21.484,-108.398,-36.133,-91.797,185.547
1706612798.164,-20.020,-100.098,-35.156,-91.309,112.305
1706612798.168,-73.730,-110.840,-41.016,-87.402,210.449
1706612798.172,-65.918,-86.914,-40.039,-106.445,351.562
1706612798.176,-32.715,-72.266,-37.598,-119.629,121.582
1706612798.180,-49.316,-92.285,-37.109,-98.145,-6.348
1706612798.182,-22.461,-114.258,-33.203,-75.195,179.688
1706612798.186,-32.715,-95.215,-33.691,-91.309,228.027
1706612798.190,-34.180,-86.914,-39.062,-103.027,-42.480
1706612798.194,-20.996,-113.281,-35.156,-77.148,5.371
1706612798.198,-23.926,-91.309,-32.227,-84.961,93.262
1706612798.202,-22.949,-83.008,-37.598,-103.027,113.281
1706612798.206,-66.406,-100.098,-38.086,-122.070,86.426
1706612798.209,-67.383,-110.352,-32.715,-110.840,102.539
1706612798.213,-37.598,-131.836,-34.180,-66.895,366.211
1706612798.217,-31.250,-102.051,-32.227,-65.430,290.039
1706612798.221,-30.273,-75.684,-35.645,-85.938,-35.645
1706612798.225,-13.184,-99.609,-41.992,-75.684,-7.324
1706612798.227,-27.344,-110.352,-34.180,-83.008,23.438
1706612798.231,-40.039,-110.840,-25.879,-86.914,-31.738
1706612798.235,-21.973,-97.656,-31.738,-55.176,-35.156
1706612798.239,-53.711,-81.543,-40.527,-67.871,63.965
1706612798.243,-74.707,-80.078,-42.480,-109.863,74.219
1706612798.247,-49.316,-85.449,-39.551,-110.840,30.762
1706612798.251,-32.715,-84.961,-41.016,-98.633,14.160
1706612798.254,-43.945,-101.074,-40.527,-67.383,255.859
1706612798.258,-33.691,-108.887,-47.852,-55.664,466.797
1706612798.262,1.953,-84.473,-49.805,-88.867,181.152
1706612798.266,-42.480,-91.309,-41.016,-114.258,-77.637
1706612798.270,-90.332,-125.488,-46.387,-107.910,149.902
1706612798.272,-72.754,-111.328,-48.828,-89.355,263.184
1706612798.276,-50.781,-77.148,-45.898,-101.562,-21.973
1706612798.280,-44.922,-83.496,-52.246,-116.211,-58.594
1706612798.284,-63.965,-97.168,-55.664,-104.980,28.320
1706612798.288,-65.430,-101.074,-54.199,-62.012,-38.574
1706612798.292,-34.180,-100.586,-50.781,-58.105,22.461
1706612798.296,-16.113,-94.727,-45.898,-98.633,221.191
1706612798.299,-38.086,-101.074,-43.457,-86.426,331.543
1706612798.303,-41.016,-87.891,-48.828,-78.613,121.582
1706612798.307,-33.203,-70.801,-47.852,-72.754,5.859
1706612798.311,-56.641,-81.055,-41.992,-60.547,37.598
1706612798.315,-71.777,-87.891,-40.527,-65.918,44.434
1706612798.317,-33.691,-78.125,-38.086,-63.477,-3.418
1706612798.321,-23.438,-72.266,-39.062,-62.012,-122.070
1706612798.325,-44.922,-97.168,-40.039,-56.152,101.562
1706612798.329,-24.902,-95.703,-41.992,-41.992,208.496
1706612798.333,1.953,-78.613,-40.527,-57.129,-6.348
1706612798.337,-18.555,-88.379,-38.574,-96.680,68.359
1706612798.341,-43.945,-99.609,-36.621,-95.215,328.613
1706612798.344,-37.109,-100.586,-35.156,-58.594,435.547
1706612798.348,-44.922,-74.219,-35.156,-65.918,111.328
1706612798.352,-20.508,-77.637,-37.598,-72.266,-43.457
1706612798.356,-22.949,-91.797,-40.039,-58.105,127.441
1706612798.360,-44.922,-115.723,-42.480,-80.566,64.453
1706612798.363,-68.848,-123.535,-43.945,-88.867,-105.469
1706612798.367,-96.191,-93.262,-40.039,-64.941,49.805
1706612798.371,-54.688,-78.613,-46.387,-60.547,181.641
1706612798.375,-36.621,-74.707,-50.781,-61.035,71.289
1706612798.379,-15.625,-87.402,-52.246,-76.172,30.273
1706612798.383,-1.465,-98.633,-56.641,-66.895,87.891
1706612798.387,-50.293,-94.238,-54.688,-35.156,278.809
1706612798.390,-60.059,-84.961,-48.828,-62.500,147.461
1706612798.394,-50.781,-88.867,-52.246,-73.730,-37.598
1706612798.398,-44.922,-108.887,-51.270,-76.660,52.246
1706612798.402,-45.898,-112.793,-45.898,-105.957,125.488
1706612798.406,-54.688,-99.609,-43.457,-97.168,52.246
1706612798.407,-79.590,-106.934,-41.016,-97.168,-20.020
1706612798.411,-92.285,-118.164,-43.457,-116.211,60.059
1706612798.415,-93.750,-112.793,-42.480,-110.352,113.770
1706612798.419,-84.473,-119.629,-48.828,-96.680,5.859
1706612798.423,-74.707,-116.699,-50.293,-82.520,50.293
1706612798.427,-63.477,-113.281,-42.480,-75.195,269.531
1706612798.431,-52.734,-120.117,-38.086,-78.125,372.070
1706612798.434,-64.941,-100.586,-38.574,-84.961,190.430
1706612798.438,-47.363,-82.031,-38.574,-82.031,3.906
1706612798.442,-46.875,-95.703,-33.691,-74.219,194.336
1706612798.446,-63.477,-94.727,-32.715,-64.453,250.977
1706612798.450,-87.402,-77.637,-34.668,-81.055,-17.090
1706612798.467,-74.707,-86.914,-35.156,-95.215,-1.953
1706612798.471,-72.754,-98.633,-40.527,-99.121,7.812
1706612798.475,-73.242,-93.750,-41.016,-85.938,10.254
1706612798.479,-31.250,-76.172,-37.598,-76.660,-9.277
1706612798.483,-25.391,-119.629,-37.109,-94.238,-24.902
1706612798.487,-57.129,-148.438,-35.645,-100.098,59.570
1706612798.491,-93.262,-87.402,-37.109,-98.145,94.238
1706612798.494,-89.844,-61.035,-38.574,-76.660,105.957
1706612798.498,-44.434,-75.684,-36.133,-70.312,136.719
1706612798.502,-41.016,-93.750,-35.645,-45.898,354.980
1706612798.506,-48.828,-74.219,-37.109,-43.457,201.172
1706612798.510,-51.270,-72.754,-37.598,-99.609,-35.156
1706612798.512,-64.941,-102.051,-38.574,-99.121,65.918
1706612798.516,-55.176,-93.262,-36.133,-69.824,-8.789
1706612798.520,-45.410,-87.891,-38.574,-55.176,-47.363
1706612798.524,-2.441,-103.516,-38.574,-52.246,-4.395
1706612798.528,-42.480,-105.469,-36.133,-72.266,48.828
1706612798.532,-82.520,-114.258,-41.016,-83.008,160.645
1706612798.536,-78.125,-115.723,-40.039,-72.266,182.617
1706612798.539,-66.895,-111.328,-38.574,-59.570,96.191
1706612798.543,-26.855,-114.258,-46.875,-72.754,232.422
1706612798.547,-45.898,-112.793,-47.852,-101.562,451.660
1706612798.551,-52.734,-87.402,-47.852,-116.699,161.133
1706612798.555,-32.715,-79.590,-48.828,-101.074,-89.355
1706612798.557,-3.418,-77.637,-47.363,-99.121,37.109
1706612798.561,17.090,-80.078,-47.363,-96.191,13.672
1706612798.565,-4.883,-112.305,-47.363,-81.543,-9.277
1706612798.569,-44.434,-99.121,-45.898,-80.078,39.062
1706612798.573,-38.086,-81.055,-40.527,-46.875,-13.672
1706612798.577,-21.973,-108.887,-40.039,-56.641,62.500
1706612798.581,-50.781,-109.375,-45.410,-74.707,149.902
1706612798.584,-91.797,-88.379,-43.945,-67.383,79.102
1706612798.588,-94.727,-81.543,-43.457,-74.219,202.148
1706612798.592,-84.473,-70.801,-52.246,-84.961,152.832
1706612798.596,-71.289,-80.078,-51.270,-63.477,40.527
1706612798.600,-64.941,-97.656,-43.457,-44.922,262.207
1706612798.602,-44.434,-95.703,-46.387,-48.340,149.902
1706612798.606,-40.527,-100.098,-48.340,-50.293,-72.754
1706612798.610,-69.336,-118.164,-48.828,-79.102,2.930
1706612798.614,-82.031,-108.887,-47.363,-69.336,118.652
1706612798.618,-51.758,-88.867,-42.969,-49.316,129.395
1706612798.622,-36.133,-84.473,-45.410,-70.312,82.520
1706612798.626,-71.777,-92.773,-44.922,-56.641,22.461
1706612798.629,-52.246,-107.422,-37.109,-30.762,162.598
1706612798.633,-33.691,-102.051,-39.551,-75.684,507.812
1706612798.637,-85.449,-71.777,-43.457,-85.449,200.684
1706612798.641,-71.777,-83.496,-42.480,-49.316,-104.004
1706612798.645,-37.109,-97.656,-42.969,-60.547,55.664
1706612798.648,-47.363,-104.004,-42.969,-72.266,57.617
1706612798.652,-62.012,-112.305,-42.480,-59.570,14.648
1706612798.656,-61.523,-91.797,-45.898,-48.340,103.027
1706612798.660,-46.387,-96.191,-43.457,-31.250,164.062
1706612798.664,-27.344,-113.281,-44.922,-62.012,46.387
1706612798.668,-31.250,-94.238,-49.805,-75.195,-19.043
1706612798.672,-55.176,-95.703,-43.945,-37.109,25.391
1706612798.675,-76.172,-114.746,-40.039,-15.137,270.020
1706612798.679,-54.199,-103.516,-40.039,-28.320,201.660
1706612798.683,-39.062,-96.191,-41.992,-54.199,-70.801
1706612798.687,-65.918,-93.262,-41.504,-38.574,39.551
1706612798.691,-49.316,-98.145,-38.086,-38.574,76.660
1706612798.692,-14.160,-90.332,-38.086,-34.668,-14.160
1706612798.696,6.348,-83.496,-40.039,0.488,-17.090
1706612798.700,-21.973,-120.605,-41.016,-7.812,110.352
1706612798.704,-78.125,-116.699,-37.598,-8.789,223.145
1706612798.708,-61.523,-90.332,-42.969,-21.484,141.602
1706612798.712,-11.719,-94.727,-52.734,-30.762,136.719
1706612798.716,-17.578,-97.656,-44.922,2.441,264.648
1706612798.719,-15.137,-116.699,-36.133,-8.301,572.754
1706612798.723,-24.414,-84.961,-34.180,-40.527,383.789
1706612798.727,-80.566,-57.617,-39.551,-35.645,-26.367
1706612798.731,-98.633,-82.031,-40.039,-34.180,45.898
1706612798.735,-52.734,-83.984,-32.715,-51.758,1.465
1706612798.737,-61.523,-90.820,-34.180,-76.172,-118.164
1706612798.741,-117.676,-96.191,-37.109,-90.332,-69.336
1706612798.745,-117.676,-95.703,-38.574,-81.055,72.754
1706612798.749,-64.941,-84.473,-43.457,-49.316,43.457
1706612798.753,-40.039,-76.660,-43.457,-66.895,-35.156
1706612798.757,-75.195,-88.867,-40.527,-89.844,52.246
1706612798.761,-74.707,-97.656,-41.504,-55.176,289.062
1706612798.764,-46.875,-100.098,-37.109,-61.523,238.770
1706612798.768,-57.129,-105.469,-35.156,-71.777,22.461
1706612798.772,-114.258,-112.305,-47.852,-77.148,83.008
1706612798.776,-111.816,-93.750,-49.316,-95.703,189.453
1706612798.780,-81.055,-82.520,-50.293,-103.027,3.906
1706612798.782,-102.539,-80.566,-56.641,-97.656,-87.891
1706612798.786,-69.824,-56.641,-46.875,-62.012,37.109
1706612798.790,-31.738,-61.523,-41.504,-28.320,62.500
1706612798.794,-46.387,-77.637,-44.922,-58.594,-28.320
1706612798.798,-49.805,-83.496,-41.016,-96.680,-65.918
1706612798.802,-74.707,-87.402,-37.598,-73.242,128.418
1706612798.806,-110.840,-90.332,-35.645,-41.016,197.754
1706612798.809,-80.566,-84.961,-35.645,-33.691,96.680
1706612798.813,-44.434,-85.449,-42.480,-40.527,51.270
1706612798.817,-51.758,-91.797,-47.363,-79.102,142.090
1706612798.821,-81.055,-112.305,-43.945,-59.082,454.102
1706612798.825,-90.332,-111.328,-44.434,-62.012,312.012
1706612798.842,-62.012,-80.566,-55.176,-84.473,29.297
1706612798.846,-56.152,-65.918,-55.664,-63.477,53.711
1706612798.850,-83.008,-63.477,-48.828,-77.148,14.160
1706612798.854,-71.777,-68.359,-49.805,-58.105,-88.867
1706612798.858,-33.691,-88.379,-49.316,-48.340,-96.191
1706612798.862,-40.527,-100.586,-44.922,-39.551,105.957
1706612798.866,-98.633,-81.055,-47.852,-45.898,141.113
1706612798.869,-123.047,-68.359,-47.852,-74.219,-56.152
1706612798.873,-83.008,-77.637,-44.434,-39.062,-18.066
1706612798.877,-49.316,-92.773,-48.340,-27.344,234.863
1706612798.881,-67.871,-86.914,-51.270,-60.059,219.727
1706612798.885,-80.078,-83.984,-46.875,-52.734,-12.207
1706612798.887,-66.895,-96.680,-43.457,-28.809,45.898
1706612798.891,-41.992,-99.609,-45.898,-42.480,176.270
1706612798.895,-16.113,-96.680,-52.246,-65.918,-28.809
1706612798.899,-75.195,-100.586,-44.434,-62.012,-82.031
1706612798.903,-126.953,-103.516,-35.156,-51.270,74.707
1706612798.907,-77.637,-92.285,-44.922,-66.895,86.914
1706612798.911,-66.895,-77.637,-54.199,-75.195,101.562
1706612798.914,-91.309,-81.543,-47.852,-37.109,182.129
1706612798.918,-99.609,-129.883,-43.457,-28.320,388.672
1706612798.922,-106.934,-156.738,-49.316,-29.785,516.113
1706612798.926,-80.078,-100.098,-52.246,-49.805,213.867
1706612798.930,-71.777,-73.242,-50.293,-90.820,-31.738
1706612798.932,-75.684,-94.238,-42.480,-83.984,26.367
1706612798.936,-101.562,-120.117,-38.086,-67.383,-10.742
1706612798.940,-62.988,-116.211,-59.082,-65.918,-67.383
1706612798.944,-68.848,-89.355,-69.824,-63.965,24.414
1706612798.948,-101.074,-97.168,-49.316,-20.996,109.863
1706612798.952,-87.402,-102.539,-36.621,6.836,123.535
1706612798.956,-98.633,-88.379,-50.781,-23.926,116.699
1706612798.959,-93.262,-110.840,-53.711,-38.086,119.629
1706612798.963,-71.777,-118.164,-60.547,-60.547,205.078
1706612798.967,-46.875,-72.754,-73.242,-85.938,148.438
1706612798.971,-98.145,-79.102,-55.176,-62.988,16.113
1706612798.975,-144.043,-113.281,-39.062,-23.926,76.660
1706612798.977,-103.516,-113.281,-46.387,-40.527,41.016
1706612798.981,-68.359,-89.844,-60.059,-95.703,26.855
1706612798.985,-83.496,-82.520,-54.688,-46.875,99.121
1706612798.989,-62.012,-117.188,-41.992,27.832,141.113
1706612798.993,-71.777,-136.719,-49.805,-44.434,169.434
1706612798.997,-96.191,-106.934,-61.523,-76.660,171.387
1706612799.001,-93.262,-89.844,-46.387,-5.859,138.672
1706612799.004,-71.289,-114.746,-39.551,-16.113,197.266
1706612799.008,-36.133,-133.789,-50.781,-49.805,350.098
1706612799.012,-62.012,-99.609,-47.363,-27.832,151.855
1706612799.016,-90.820,-67.383,-48.340,-19.531,4.395
1706612799.020,-79.102,-71.777,-55.176,-41.992,15.625
1706612799.022,-69.336,-79.590,-48.828,-52.734,-75.684
1706612799.026,-85.938,-76.172,-39.062,-55.176,-51.270
1706612799.030,-97.656,-87.402,-41.504,-21.973,17.090
1706612799.034,-75.684,-98.145,-43.457,-9.277,20.996
1706612799.038,-55.176,-94.727,-48.340,-36.621,24.414
1706612799.042,-67.871,-105.957,-53.711,-30.273,74.219
1706612799.046,-58.105,-112.305,-48.828,-14.160,110.352
1706612799.049,-60.059,-99.609,-42.969,8.301,243.164
1706612799.053,-57.129,-82.520,-45.410,1.465,197.266
1706612799.057,-70.801,-85.938,-43.945,-36.621,50.781
1706612799.061,-90.820,-94.727,-42.969,-56.152,119.629
1706612799.065,-73.242,-84.473,-54.199,-65.430,230.469
1706612799.067,-95.703,-78.613,-49.805,-51.758,161.621
1706612799.071,-95.703,-94.727,-41.504,-20.508,51.270
1706612799.075,-61.523,-90.820,-47.852,15.137,118.164
1706612799.079,-52.246,-74.707,-60.547,-13.672,127.441
1706612799.083,-67.871,-87.402,-56.152,-69.824,1.465
1706612799.087,-91.309,-103.516,-37.109,-51.270,12.207
1706612799.091,-99.121,-109.375,-41.992,-37.598,220.703
1706612799.094,-72.266,-105.469,-48.828,-47.363,396.484
1706612799.098,-68.848,-90.332,-49.316,-62.500,260.742
1706612799.102,-81.055,-92.773,-48.828,-69.336,60.059
1706612799.106,-85.449,-116.211,-36.133,-29.785,209.473
1706612799.110,-102.051,-117.676,-28.809,-3.418,279.297
1706612799.112,-101.562,-89.355,-35.156,-27.344,-23.438
1706612799.116,-88.867,-95.703,-37.109,-44.434,22.461
1706612799.120,-58.105,-105.469,-37.109,-41.992,64.453
1706612799.124,-57.129,-102.051,-43.457,-30.762,13.184
1706612799.128,-95.215,-95.215,-39.062,-25.391,8.301
1706612799.132,-95.703,-96.680,-40.527,-37.109,75.195
1706612799.136,-90.332,-94.727,-44.434,-53.223,291.992
1706612799.139,-70.801,-72.266,-45.410,-71.777,153.320
1706612799.143,-55.176,-76.172,-51.758,-86.426,-73.242
1706612799.147,-59.082,-106.445,-50.781,-64.453,60.059
1706612799.151,-62.500,-109.863,-45.898,-20.508,207.520
1706612799.155,-77.148,-91.797,-42.480,-37.109,47.363
1706612799.157,-86.426,-80.566,-45.898,-62.988,-65.918
1706612799.161,-86.914,-104.492,-42.480,-41.504,28.320
1706612799.165,-68.359,-114.746,-42.969,-35.156,36.621
1706612799.169,-32.715,-75.684,-54.199,-63.965,-42.969
1706612799.173,-72.266,-66.406,-45.898,-60.059,-54.688
1706612799.177,-109.863,-91.309,-45.410,-63.477,163.086
1706612799.181,-83.496,-99.609,-52.734,-65.918,248.535
1706612799.184,-56.152,-99.121,-48.828,-60.059,95.215
1706612799.188,-70.312,-92.773,-47.363,-68.359,23.438
1706612799.192,-113.281,-98.145,-47.363,-67.871,166.504
1706612799.196,-89.355,-85.449,-51.270,-79.590,250.000
1706612799.200,-69.336,-61.523,-53.711,-89.355,-40.039
1706612799.217,-82.031,-75.684,-50.781,-69.336,-24.414
1706612799.221,-82.520,-100.586,-42.480,-48.828,127.441
1706612799.225,-80.566,-121.094,-41.504,-74.707,45.410
1706612799.229,-91.797,-102.051,-51.270,-96.680,-103.027
1706612799.233,-80.566,-101.074,-44.434,-90.820,-50.293
1706612799.237,-85.449,-111.816,-42.480,-85.449,76.172
1706612799.241,-98.145,-93.262,-49.805,-93.750,80.078
1706612799.244,-70.801,-77.148,-51.758,-100.098,-42.480
1706612799.248,-60.547,-101.074,-52.246,-78.613,22.461
1706612799.252,-66.895,-125.488,-47.852,-64.453,202.148
1706612799.256,-58.105,-103.027,-44.922,-62.500,102.051
1706612799.260,-87.402,-101.562,-50.781,-55.664,51.270
1706612799.263,-104.980,-95.215,-49.805,-61.523,92.773
1706612799.267,-70.801,-72.754,-53.223,-107.910,112.305
1706612799.271,-47.852,-91.309,-54.199,-117.676,157.227
1706612799.275,-78.125,-104.980,-42.969,-84.473,90.332
1706612799.279,-91.797,-106.445,-39.062,-72.266,140.625
1706612799.283,-87.891,-97.656,-47.852,-84.961,233.887
1706612799.287,-88.379,-87.891,-53.223,-93.750,131.348
1706612799.290,-101.562,-94.727,-42.969,-105.957,98.145
1706612799.294,-99.121,-118.164,-41.016,-75.195,205.566
1706612799.298,-64.941,-125.977,-44.434,-36.133,345.215
1706612799.302,-38.086,-84.473,-46.387,-85.449,166.016
1706612799.306,-24.902,-89.355,-52.734,-120.605,79.102
1706612799.307,-49.805,-114.746,-47.363,-112.305,40.527
1706612799.311,-91.309,-113.281,-44.434,-99.121,-20.996
1706612799.315,-94.238,-97.168,-58.105,-116.699,-25.391
1706612799.319,-56.641,-97.168,-60.547,-119.141,-5.859
1706612799.323,-37.598,-113.281,-54.199,-98.633,-3.906
1706612799.327,-47.363,-107.910,-46.875,-90.332,30.762
1706612799.331,-73.242,-104.004,-50.781,-107.422,75.684
1706612799.334,-102.051,-96.680,-54.688,-114.746,67.871
1706612799.338,-95.703,-116.211,-48.828,-55.664,326.660
1706612799.342,-86.426,-107.910,-51.758,-68.848,302.246
1706612799.346,-78.613,-83.984,-51.758,-92.285,-83.008
1706612799.350,-63.477,-101.562,-50.781,-71.777,-21.973
1706612799.352,-76.660,-108.398,-53.711,-96.191,30.762
1706612799.356,-75.684,-105.469,-52.246,-110.840,-22.949
1706612799.360,-66.406,-118.652,-62.012,-120.117,-17.090
1706612799.364,-72.754,-133.789,-57.129,-111.328,32.227
1706612799.368,-64.453,-138.184,-45.898,-81.055,-4.395
1706612799.372,-83.496,-134.277,-54.688,-77.148,-13.672
1706612799.376,-79.102,-105.957,-59.570,-76.660,13.672
1706612799.379,-45.410,-110.352,-50.781,-47.852,147.461
1706612799.383,-49.805,-135.254,-47.852,-58.594,455.078
1706612799.387,-73.730,-100.098,-54.199,-123.047,290.527
1706612799.391,-75.684,-80.566,-59.570,-125.488,-25.391
1706612799.395,-53.711,-101.562,-56.641,-92.285,26.855
1706612799.397,-41.016,-113.281,-55.664,-86.426,27.344
1706612799.401,-62.988,-106.445,-53.223,-114.258,-43.945
1706612799.405,-89.844,-97.168,-49.805,-107.910,-32.715
1706612799.409,-102.539,-107.422,-44.434,-79.102,-17.090
1706612799.413,-76.172,-105.957,-45.410,-70.312,13.672
1706612799.417,-55.664,-98.145,-48.828,-61.523,96.680
1706612799.421,-49.316,-110.840,-56.152,-100.586,126.465
1706612799.424,-65.918,-122.559,-57.617,-110.840,285.645
1706612799.428,-105.469,-96.191,-42.969,-77.637,217.285
1706612799.432,-90.332,-93.750,-37.109,-66.895,30.273
1706612799.436,-53.223,-110.352,-44.922,-63.477,85.449
1706612799.440,-57.129,-107.910,-46.875,-73.730,145.508
1706612799.457,-50.293,-104.492,-45.410,-84.961,20.020
1706612799.461,-56.641,-107.910,-50.293,-90.820,-104.004
1706612799.465,-70.312,-118.164,-51.270,-96.680,22.461
1706612799.469,-52.246,-119.141,-45.898,-94.727,97.656
1706612799.473,-71.777,-115.234,-43.457,-77.637,29.785
1706612799.477,-42.969,-120.605,-48.828,-79.102,57.129
1706612799.481,-20.508,-134.766,-50.293,-68.359,243.652
1706612799.484,-19.531,-124.512,-46.387,-52.734,418.945
1706612799.488,-16.113,-98.145,-37.109,-50.781,183.105
1706612799.492,-53.711,-115.234,-40.527,-57.129,-64.941
1706612799.496,-40.527,-123.535,-52.246,-77.637,-9.277
1706612799.500,-20.996,-113.281,-54.199,-81.543,53.711
1706612799.488,-74.219,-102.539,-45.898,-58.594,40.527
1706612799.492,-76.660,-104.492,-50.293,-63.965,4.395
1706612799.496,-38.574,-119.141,-64.453,-85.938,28.320
1706612799.500,-72.754,-134.277,-57.617,-96.191,1.465
1706612799.504,-90.820,-131.836,-48.340,-84.961,-45.898
1706612799.508,-34.180,-109.375,-50.293,-56.641,115.234
1706612799.512,-0.977,-104.004,-55.664,-70.312,254.395
1706612799.515,-28.809,-96.680,-55.664,-95.215,91.309
1706612799.519,-61.523,-92.285,-52.246,-89.844,-67.383
1706612799.523,-77.637,-109.863,-49.316,-89.355,34.180
1706612799.527,-83.496,-127.441,-53.223,-77.148,285.156
1706612799.531,-66.895,-103.516,-56.641,-74.707,249.023
